ComponentName,Project,CBO,CYCLO,DIT,ELOC,FanIn,FanOut,LCOM,LOC,LOCNAMM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,NMNOPARAM,CDSBP,CC,LC,LZC,RB,SC
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableBase,hsqldb-2.2.8,8,82,1,346,209,44,456,346,298,45,1,37,26,22,0.162162162,0,9.423076923,82,0,20,0,0,0,0,0,1
org.hsqldb.TableDerived,hsqldb-2.2.8,7,28,2,74,33,8,46,74,68,3,1,13,11,0,0.307692308,0,5.181818182,28,0,9,0,0,0,0,0,0
org.hsqldb.TableUtil,hsqldb-2.2.8,3,9,1,39,7,14,6,39,39,0,0,4,4,0,0,0,9.25,9,0,0,0,0,0,0,0,0
org.hsqldb.TableWorks,hsqldb-2.2.8,12,120,1,799,36,344,0,799,796,4,0,31,30,0,0,0,26.13333333,120,0,2,0,0,0,0,0,0
org.hsqldb.TextTable,hsqldb-2.2.8,7,52,2,220,35,69,103,220,217,3,0,19,18,0,0.052631579,0,11.5,52,0,10,0,0,0,0,0,0
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Token,hsqldb-2.2.8,1,26,1,195,4928,16,0,195,192,23,0,7,6,0,0,0,27.83333333,26,0,4,0,0,0,0,0,1
org.hsqldb.Tokens,hsqldb-2.2.8,3,16,1,2366,3846,7,5,2366,2366,1634,0,7,7,800,1,0,4.285714286,16,0,0,0,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager,hsqldb-2.2.8,2,21,1,43,92,0,190,43,43,6,0,20,20,6,0,0,1.45,21,0,4,1,0,0,0,0,0
org.hsqldb.TransactionManager2PL,hsqldb-2.2.8,2,47,2,200,2,55,253,200,200,0,0,23,23,0,0.217391304,1,8.347826087,47,0,4,0,0,0,0,0,0
org.hsqldb.TransactionManagerCommon,hsqldb-2.2.8,14,85,1,530,3,103,154,530,530,12,3,21,21,1,0.095238095,0,23.85714286,85,0,3,0,0,0,0,0,0
org.hsqldb.TransactionManagerMV2PL,hsqldb-2.2.8,6,63,2,308,2,92,298,308,308,2,0,25,25,0,0.12,1,11.92,63,0,4,0,0,0,0,0,0
org.hsqldb.TransactionManagerMVCC,hsqldb-2.2.8,9,95,2,585,2,146,425,585,585,9,0,30,30,0,0.1,1,18.93333333,95,0,4,0,0,0,0,0,0
org.hsqldb.Trigger,hsqldb-2.2.8,0,3,1,27,388,0,0,27,27,9,0,1,1,0,0,0,10,3,0,0,0,0,0,0,0,0
org.hsqldb.TriggerDef,hsqldb-2.2.8,7,110,1,441,83,47,570,441,411,36,1,41,31,0,0.146341463,0,11.29032258,110,0,35,0,0,0,0,0,0
org.hsqldb.TriggerDefSQL,hsqldb-2.2.8,5,18,2,52,4,13,36,52,52,1,0,9,9,0,0.222222222,0,4.777777778,18,0,6,0,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.TypeInvariants,hsqldb-2.2.8,8,0,1,63,31,0,0,63,63,17,0,0,0,17,0,0,NaN,0,0,0,1,0,0,0,0,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.View,hsqldb-2.2.8,5,56,2,200,158,32,187,200,185,11,0,22,18,0,0.136363636,0,8.666666667,56,0,15,0,0,0,0,1,0
org.hsqldb.auth.AuthBeanMultiplexer,hsqldb-2.2.8,11,35,1,126,21,28,31,126,123,3,0,10,9,0,0.1,0,12.22222222,35,0,3,0,0,0,0,0,0
org.hsqldb.auth.AuthFunctionBean,hsqldb-2.2.8,0,4,1,15,109,0,0,15,15,0,0,1,1,0,0,0,7,4,0,0,0,0,0,0,0,0
org.hsqldb.auth.AuthUtils,hsqldb-2.2.8,9,14,1,48,14,13,1,48,48,1,0,3,3,0,0,0,13.33333333,14,0,1,0,0,0,0,0,0
org.hsqldb.auth.DenyException,hsqldb-2.2.8,0,0,2,6,12,0,0,6,6,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0
org.hsqldb.auth.HsqldbSlaveAuthBean,hsqldb-2.2.8,5,17,1,105,2,12,13,105,105,4,0,7,7,0,0,0,13.28571429,17,0,2,0,0,0,0,0,0
org.hsqldb.auth.JaasAuthBean,hsqldb-2.2.8,14,25,1,142,10,18,7,142,142,5,0,7,7,0,0,0,14.57142857,25,0,2,0,0,0,0,0,0
org.hsqldb.auth.LdapAuthBean,hsqldb-2.2.8,25,56,1,374,0,51,129,374,374,11,0,19,19,0,0.052631579,0,18.52631579,56,0,2,0,0,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,1,0,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,0,0,0,1
org.hsqldb.cmdline.SqlFile,hsqldb-2.2.8,51,352,1,2097,58,356,2723,2097,2085,118,0,87,84,1,0.057471264,0,21.91666667,352,0,16,0,0,1,0,0,0
org.hsqldb.cmdline.SqlTool,hsqldb-2.2.8,13,25,1,549,85,58,6,549,549,16,0,4,4,10,0,0,119.5,25,0,0,0,0,0,0,0,0
org.hsqldb.cmdline.SqlToolError,hsqldb-2.2.8,1,4,2,17,59,0,6,17,17,1,0,4,4,0,0,0,2.75,4,0,1,0,0,0,0,0,0
org.hsqldb.cmdline.SqlToolSprayer,hsqldb-2.2.8,3,7,1,82,0,11,0,82,82,2,0,1,1,1,0,0,67,7,0,0,0,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Calculator,hsqldb-2.2.8,6,41,1,249,0,30,19,249,249,6,0,10,10,0,0.3,0,21.3,41,0,2,0,0,0,0,0,0
org.hsqldb.cmdline.sqltool.FileRecordReader,hsqldb-2.2.8,8,26,1,87,0,20,0,87,87,7,0,9,9,1,0.444444444,0,8.333333333,26,0,6,0,0,0,0,0,0
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.SqlFileScanner,hsqldb-2.2.8,2,94,1,887,11,54,743,887,878,54,0,42,39,12,0.166666667,0,19.07692308,94,0,19,0,0,0,0,0,1
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.Token,hsqldb-2.2.8,1,24,1,83,4927,8,10,83,83,17,0,9,9,17,0.333333333,0,7.111111111,24,0,4,1,0,0,0,0,0
org.hsqldb.cmdline.sqltool.TokenList,hsqldb-2.2.8,1,7,2,19,8,2,6,19,19,1,0,4,4,0,0,0,3.25,7,0,3,0,0,0,0,0,0
org.hsqldb.cmdline.sqltool.TokenSource,hsqldb-2.2.8,1,2,1,3,8,0,0,3,3,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0
org.hsqldb.dbinfo.DITableInfo,hsqldb-2.2.8,5,34,1,152,8,23,0,152,145,10,0,12,11,0,0.25,0,10.45454545,34,0,9,0,0,0,0,0,0
org.hsqldb.dbinfo.DatabaseInformation,hsqldb-2.2.8,6,22,1,194,50,6,19,194,194,98,1,7,7,0,0.285714286,0,9.714285714,22,0,0,0,0,0,0,0,0
org.hsqldb.dbinfo.DatabaseInformationFull,hsqldb-2.2.8,55,371,2,4513,4,1270,2896,4513,4513,1,0,77,77,0,0,0,58.23376623,371,0,1,0,0,0,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,0,0,1,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.dbinfo.DatabaseInformationMain,hsqldb-2.2.8,36,150,2,1858,35,500,0,1858,1858,10,0,34,34,0,0.058823529,0,53.08823529,150,0,1,0,0,1,0,0,0
org.hsqldb.error.Error,hsqldb-2.2.8,5,54,1,174,4502,39,123,174,174,8,0,18,18,2,0.166666667,0,8.722222222,54,0,0,0,0,0,0,0,0
org.hsqldb.error.ErrorCode,hsqldb-2.2.8,0,0,1,457,1966,0,0,457,457,449,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0
org.hsqldb.index.Index,hsqldb-2.2.8,7,50,1,124,3861,0,595,124,124,7,0,35,35,0,0,0,3.142857143,50,0,14,0,0,0,0,0,0
org.hsqldb.index.IndexAVL,hsqldb-2.2.8,23,209,1,1208,10,175,1293,1208,1160,22,1,62,50,0,0.048387097,0,21.14,209,0,23,0,0,0,0,0,0
org.hsqldb.index.IndexAVLMemory,hsqldb-2.2.8,12,40,2,330,2,38,28,330,330,0,0,8,8,0,0,0,40.125,40,0,0,0,0,0,0,0,0
org.hsqldb.index.NodeAVL,hsqldb-2.2.8,6,69,1,146,202,7,601,146,146,7,1,38,38,2,0.026315789,0,3.447368421,69,0,11,0,0,0,0,0,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
org.hsqldb.index.NodeAVLDisk,hsqldb-2.2.8,9,99,2,350,8,84,374,350,347,7,0,40,39,2,0.125,1,8.487179487,99,0,10,0,0,0,0,1,0
